StockReferenceID;IssueID;Condition;AvailableQty;Price
57281;7878;Average;31;162.78
57282;7879;Average;1;10.63
57283;7880;Average;34;102.64
57284;7881;Average;11;66.95
57285;7882;Average;34;236.39
57286;7883;Average;28;170.63
57287;7884;Average;29;54.56
57288;7885;Average;37;156.76
57289;7886;Average;19;9.44
57290;7887;Average;37;228.63
57291;7888;Average;6;17.79
57292;7889;Average;9;147.56
57293;7890;Average;30;141.49
57294;7891;Average;7;116.08
57295;7892;Average;3;214.75
57296;7893;Average;10;13.66
57297;7894;Average;27;42.71
57298;7895;Average;28;140.56
57299;7896;Average;16;51.94
57300;7897;Average;24;4.87
57301;7898;Average;22;22.12
57302;7899;Average;9;120.66
57303;7900;Average;37;105.25
57304;7901;Average;26;55.65
57305;7902;Average;30;90.01
57306;7903;Average;5;228.79
57307;7904;Average;33;23.09
57308;7905;Average;12;136.68
57309;7906;Average;37;5.17
57310;7907;Average;30;38.52
57311;7908;Average;0;14.12
57312;7909;Average;23;53.73
57313;7910;Average;4;207.73
57314;7911;Average;2;161.05
57315;7912;Average;20;138.69
57316;7913;Average;30;155.94
57317;7914;Average;21;246.22
57318;7915;Average;31;89.78
57319;7916;Average;21;210.28
57320;7917;Average;14;211.36
57321;7918;Average;13;241.45
57322;7919;Average;26;211.06
57323;7920;Average;3;107.83
57324;7921;Average;7;176.93
57325;7922;Average;7;142.40
57326;7923;Average;23;193.13
57327;7924;Average;13;182.72
57328;7925;Average;13;237.47
57329;7926;Average;35;31.42
57330;7927;Average;31;28.03
57331;7928;Average;13;236.71
57332;7929;Average;39;59.99
57333;7930;Average;6;40.87
57334;7931;Average;32;226.13
57335;7932;Average;9;52.09
57336;7933;Average;28;57.72
57337;7934;Average;5;227.52
57338;7935;Average;11;180.12
57339;7936;Average;36;229.58
57340;7937;Average;37;110.47
57341;7938;Average;15;28.67
57342;7939;Average;35;117.32
57343;7940;Average;5;34.74
57344;7941;Average;24;77.89
57345;7942;Average;39;104.87
57346;7943;Average;1;216.76
57347;7944;Average;31;134.32
57348;7945;Average;3;8.99
57349;7946;Average;39;224.35
57350;7947;Average;35;54.20
57351;7948;Average;9;134.64
57352;7949;Average;0;116.27
57353;7950;Average;20;66.84
57354;7951;Average;25;153.11
57355;7952;Average;8;82.18
57356;7953;Average;15;220.75
57357;7954;Average;24;211.82
57358;7955;Average;12;101.79
57359;7956;Average;21;236.03
57360;7957;Average;30;224.90
57361;7958;Average;14;193.84
57362;7959;Average;17;114.20
57363;7960;Average;9;130.97
57364;7961;Average;19;195.47
57365;7962;Average;24;247.40
57366;7963;Average;10;161.32
57367;7964;Average;21;179.70
57368;7965;Average;1;233.22
57369;7966;Average;20;96.09
57370;7967;Average;13;87.80
57371;7968;Average;7;18.73
57372;7969;Average;22;191.77
57373;7970;Average;36;130.35
57374;7971;Average;17;183.41
57375;7972;Average;34;169.99
57376;7973;Average;0;132.67
57377;7974;Average;26;129.43
57378;7975;Average;33;105.39
57379;7976;Average;10;157.17
57380;7977;Average;17;246.52
57381;7978;Average;25;15.46
57382;7979;Average;14;196.58
57383;7980;Average;17;164.60
57384;7981;Average;29;5.97
57385;7982;Average;14;95.91
57386;7983;Average;25;117.25
57387;7984;Average;18;108.85
57388;7985;Average;10;173.88
57389;7986;Average;9;7.52
57390;7987;Average;6;89.03
57391;7988;Average;23;151.58
57392;7989;Average;3;200.51
57393;7990;Average;20;39.01
57394;7991;Average;19;58.33
57395;7992;Average;31;135.68
57396;7993;Average;33;45.02
57397;7994;Average;5;67.70
57398;7995;Average;7;132.59
57399;7996;Average;3;19.60
57400;7997;Average;6;48.86
57401;7998;Average;3;147.74
57402;7999;Average;16;155.65
57403;8000;Average;26;200.58
57404;8001;Average;21;161.74
57405;8002;Average;21;52.37
57406;8003;Average;7;148.11
57407;8004;Average;23;127.72
57408;8005;Average;37;227.76
57409;8006;Average;33;95.06
57410;8007;Average;26;176.47
57411;8008;Average;32;125.58
57412;8009;Average;22;133.72
57413;8010;Average;3;104.00
57414;8011;Average;1;206.88
57415;8012;Average;30;4.49
57416;8013;Average;10;60.36
57417;8014;Average;25;138.34
57418;8015;Average;4;45.82
57419;8016;Average;12;45.23
57420;8017;Average;5;210.67
57421;8018;Average;38;187.43
57422;8019;Average;28;158.03
57423;8020;Average;38;132.64
57424;8021;Average;39;113.45
57425;8022;Average;36;138.66
57426;8023;Average;15;243.32
57427;8024;Average;27;148.83
57428;8025;Average;11;184.34
57429;8026;Average;20;129.48
57430;8027;Average;10;191.38
57431;8028;Average;12;198.14
57432;8029;Average;35;129.70
57433;8030;Average;34;116.55
57434;8031;Average;6;149.94
57435;8032;Average;35;27.07
57436;8033;Average;16;224.55
57437;8034;Average;24;42.50
57438;8035;Average;35;121.43
57439;8036;Average;16;170.18
57440;8037;Average;2;83.15
57441;8038;Average;18;26.02
57442;8039;Average;21;244.10
57443;8040;Average;6;29.17
57444;8041;Average;9;63.52
57445;8042;Average;37;136.64
57446;8043;Average;22;226.92
57447;8044;Average;29;99.31
57448;8045;Average;6;91.56
57449;8046;Average;33;221.22
57450;8047;Average;2;154.55
57451;8048;Average;15;234.48
57452;8049;Average;5;112.18
57453;8050;Average;32;220.60
57454;8051;Average;12;85.76
57455;8052;Average;1;155.43
57456;8053;Average;34;219.99
57457;8054;Average;4;237.63
57458;8055;Average;38;134.61
57459;8056;Average;6;51.50
57460;8057;Average;14;14.81
57461;8058;Average;39;152.11
57462;8059;Average;32;132.09
57463;8060;Average;8;30.00
57464;8061;Average;34;176.60
57465;8062;Average;10;238.80
57466;8063;Average;27;72.69
57467;8064;Average;34;46.02
57468;8065;Average;32;13.09
57469;8066;Average;23;138.23
57470;8067;Average;11;143.75
57471;8068;Average;15;79.80
57472;8069;Average;1;75.08
57473;8070;Average;4;202.80
57474;8071;Average;0;40.44
57475;8072;Average;14;200.01
57476;8073;Average;19;117.52
57477;8074;Average;1;60.36
57478;8075;Average;23;95.65
57479;8076;Average;19;8.63
57480;8077;Average;3;223.85
57481;8078;Average;5;10.85
57482;8079;Average;28;186.47
57483;8080;Average;3;57.66
57484;8081;Average;38;120.43
57485;8082;Average;25;231.34
57486;8083;Average;20;232.65
57487;8084;Average;31;2.60
57488;8085;Average;33;0.57
57489;8086;Average;15;70.19
57490;8087;Average;31;155.28
57491;8088;Average;20;57.07
57492;8089;Average;27;13.02
57493;8090;Average;3;111.96
57494;8091;Average;33;245.98
57495;8092;Average;11;226.29
57496;8093;Average;20;176.60
57497;8094;Average;29;17.13
57498;8095;Average;39;245.23
57499;8096;Average;39;204.19
57500;8097;Average;14;57.39
57501;8098;Average;2;168.96
57502;8099;Average;11;133.40
57503;8100;Average;10;22.79
57504;8101;Average;25;39.08
57505;8102;Average;33;26.90
57506;8103;Average;37;230.22
57507;8104;Average;37;68.80
57508;8105;Average;28;229.65
57509;8106;Average;31;45.39
57510;8107;Average;34;139.94
57511;8108;Average;39;180.64
57512;8109;Average;25;171.15
57513;8110;Average;27;207.66
57514;8111;Average;7;18.56
57515;8112;Average;5;206.28
57516;8113;Average;31;35.76
57517;8114;Average;16;125.64
57518;8115;Average;19;35.39
57519;8116;Average;30;72.42
57520;8117;Average;36;24.98
57521;8118;Average;15;141.50
57522;8119;Average;26;115.73
57523;8120;Average;13;161.04
57524;8121;Average;10;41.55
57525;8122;Average;30;33.47
57526;8123;Average;9;29.73
57527;8124;Average;12;17.20
57528;8125;Average;28;157.94
57529;8126;Average;26;231.08
57530;8127;Average;23;5.08
57531;8128;Average;16;60.68
57532;8129;Average;13;50.62
57533;8130;Average;24;249.02
57534;8131;Average;9;16.93
57535;8132;Average;13;147.34
57536;8133;Average;0;25.37
57537;8134;Average;5;137.84
57538;8135;Average;24;205.62
57539;8136;Average;38;207.06
57540;8137;Average;31;19.84
57541;8138;Average;36;146.58
57542;8139;Average;3;142.84
57543;8140;Average;36;134.96
57544;8141;Average;3;162.75
57545;8142;Average;38;233.20
57546;8143;Average;22;55.47
57547;8144;Average;7;14.58
57548;8145;Average;13;75.49
57549;8146;Average;27;151.77
57550;8147;Average;35;178.48
57551;8148;Average;18;139.49
57552;8149;Average;39;249.15
57553;8150;Average;27;94.25
57554;8151;Average;32;199.28
57555;8152;Average;7;145.33
57556;8153;Average;36;182.53
57557;8154;Average;25;130.92
57558;8155;Average;26;132.33
57559;8156;Average;13;131.55
57560;8157;Average;1;173.61
57561;8158;Average;3;145.89
57562;8159;Average;36;103.71
57563;8160;Average;20;124.70
57564;8161;Average;12;45.12
57565;8162;Average;33;199.58
57566;8163;Average;10;110.79
57567;8164;Average;5;37.17
57568;8165;Average;19;16.60
57569;8166;Average;15;220.88
57570;8167;Average;3;121.98
57571;8168;Average;4;35.01
57572;8169;Average;24;192.78
57573;8170;Average;33;15.62
57574;8171;Average;1;219.07
57575;8172;Average;33;7.30
57576;8173;Average;0;229.19
57577;8174;Average;7;123.86
57578;8175;Average;8;179.13
57579;8176;Average;15;18.03
57580;8177;Average;5;10.29
57581;8178;Average;29;110.31
57582;8179;Average;14;79.12
57583;8180;Average;7;196.23
57584;8181;Average;36;223.47
57585;8182;Average;9;42.95
57586;8183;Average;20;222.86
57587;8184;Average;24;105.10
57588;8185;Average;35;12.05
57589;8186;Average;31;48.11
57590;8187;Average;13;133.01
57591;8188;Average;25;195.19
57592;8189;Average;17;162.02
57593;8190;Average;30;142.35
57594;8191;Average;6;26.17
57595;8192;Average;27;66.14
57596;8193;Average;38;134.00
57597;8194;Average;27;140.77
57598;8195;Average;34;218.04
57599;8196;Average;25;196.46
57600;8197;Average;32;109.48
57601;8198;Average;3;89.31
57602;8199;Average;37;216.94
57603;8200;Average;35;153.14
57604;8201;Average;20;1.86
57605;8202;Average;17;184.39
57606;8203;Average;14;9.50
57607;8204;Average;27;215.25
57608;8205;Average;27;186.28
57609;8206;Average;39;71.07
57610;8207;Average;13;33.71
57611;8208;Average;30;178.84
57612;8209;Average;21;47.32
57613;8210;Average;39;91.93
57614;8211;Average;34;6.64
57615;8212;Average;27;79.38
57616;8213;Average;26;233.57
57617;8214;Average;7;167.58
57618;8215;Average;14;40.67
57619;8216;Average;19;47.30
57620;8217;Average;15;100.07
57621;8218;Average;7;208.86
57622;8219;Average;8;178.80
57623;8220;Average;38;206.35
57624;8221;Average;24;181.39
57625;8222;Average;14;5.74
57626;8223;Average;22;214.60
57627;8224;Average;1;191.89
57628;8225;Average;16;233.15
57629;8226;Average;5;180.99
57630;8227;Average;3;189.90
57631;8228;Average;37;54.57
57632;8229;Average;18;155.74
57633;8230;Average;26;127.49
57634;8231;Average;4;106.12
57635;8232;Average;4;38.10
57636;8233;Average;38;37.68
57637;8234;Average;29;18.75
57638;8235;Average;33;209.47
57639;8236;Average;30;130.58
57640;8237;Average;23;74.35
57641;8238;Average;34;218.84
57642;8239;Average;6;165.26
57643;8240;Average;13;46.02
57644;8241;Average;7;213.16
57645;8242;Average;33;240.82
57646;8243;Average;24;154.56
57647;8244;Average;28;110.33
57648;8245;Average;25;247.15
57649;8246;Average;17;80.85
57650;8247;Average;30;235.24
57651;8248;Average;31;58.86
57652;8249;Average;38;219.58
57653;8250;Average;34;0.09
57654;8251;Average;31;196.80
57655;8252;Average;17;164.09
57656;8253;Average;2;209.08
57657;8254;Average;34;229.23
57658;8255;Average;13;204.81
57659;8256;Average;17;102.07
57660;8257;Average;27;201.00
57661;8258;Average;5;17.55
57662;8259;Average;33;220.24
57663;8260;Average;23;76.63
57664;8261;Average;37;215.30
57665;8262;Average;20;25.01
57666;8263;Average;29;161.90
57667;8264;Average;15;39.79
57668;8265;Average;31;205.04
57669;8266;Average;9;78.17
57670;8267;Average;25;229.06
57671;8268;Average;6;213.76
57672;8269;Average;22;19.41
57673;8270;Average;7;235.54
57674;8271;Average;18;67.60
57675;8272;Average;28;0.24
57676;8273;Average;36;230.88
57677;8274;Average;10;206.79
57678;8275;Average;1;107.31
57679;8276;Average;16;189.07
57680;8277;Average;12;48.36
57681;8278;Average;22;47.78
57682;8279;Average;30;125.27
57683;8280;Average;29;176.01
57684;8281;Average;13;162.36
57685;8282;Average;23;90.12
57686;8283;Average;25;188.69
57687;8284;Average;16;185.33
57688;8285;Average;27;247.00
57689;8286;Average;8;141.22
57690;8287;Average;18;66.24
57691;8288;Average;14;66.23
57692;8289;Average;34;58.06
57693;8290;Average;23;112.57
57694;8291;Average;11;192.75
57695;8292;Average;5;120.12
57696;8293;Average;5;180.32
57697;8294;Average;18;135.32
57698;8295;Average;37;106.76
57699;8296;Average;23;45.45
57700;8297;Average;35;27.53
57701;8298;Average;5;161.41
57702;8299;Average;3;74.32
57703;8300;Average;23;16.75
57704;8301;Average;8;24.53
57705;8302;Average;35;248.59
57706;8303;Average;13;30.07
57707;8304;Average;25;24.88
57708;8305;Average;18;59.99
57709;8306;Average;32;44.39
57710;8307;Average;6;129.00
57711;8308;Average;16;80.98
57712;8309;Average;39;68.33
57713;8310;Average;12;0.27
57714;8311;Average;23;78.71
57715;8312;Average;23;232.56
57716;8313;Average;27;229.60
57717;8314;Average;18;131.38
57718;8315;Average;9;196.16
57719;8316;Average;6;58.53
57720;8317;Average;35;220.48
57721;8318;Average;20;234.56
57722;8319;Average;2;128.05
57723;8320;Average;38;156.56
57724;8321;Average;20;244.79
57725;8322;Average;29;132.28
57726;8323;Average;18;214.47
57727;8324;Average;28;247.52
57728;8325;Average;2;50.35
57729;8326;Average;9;132.41
57730;8327;Average;24;221.22
57731;8328;Average;21;176.38
57732;8329;Average;11;249.75
57733;8330;Average;7;148.51
57734;8331;Average;17;12.18
57735;8332;Average;6;1.57
57736;8333;Average;21;194.21
57737;8334;Average;4;108.84
57738;8335;Average;6;45.09
57739;8336;Average;38;217.73
57740;8337;Average;23;145.72
57741;8338;Average;11;103.22
57742;8339;Average;25;201.53
57743;8340;Average;14;8.58
57744;8341;Average;12;8.82
57745;8342;Average;26;212.63
57746;8343;Average;29;15.84
57747;8344;Average;9;8.29
57748;8345;Average;34;63.40
57749;8346;Average;35;198.02
57750;8347;Average;30;55.04
57751;8348;Average;20;174.50
57752;8349;Average;38;68.08
57753;8350;Average;26;191.20
57754;8351;Average;0;237.23
57755;8352;Average;9;105.29
57756;8353;Average;19;111.50
57757;8354;Average;8;130.54
57758;8355;Average;39;9.95
57759;8356;Average;12;230.45
57760;8357;Average;21;229.97
57761;8358;Average;12;226.84
57762;8359;Average;27;114.51
57763;8360;Average;15;220.88
57764;8361;Average;33;87.02
57765;8362;Average;11;27.37
57766;8363;Average;38;32.83
57767;8364;Average;36;49.43
57768;8365;Average;3;154.84
57769;8366;Average;2;150.02
57770;8367;Average;25;211.15
57771;8368;Average;31;116.67
57772;8369;Average;26;55.36
57773;8370;Average;28;170.35
57774;8371;Average;11;122.71
57775;8372;Average;12;161.60
57776;8373;Average;11;22.22
57777;8374;Average;15;171.18
57778;8375;Average;29;158.43
57779;8376;Average;3;133.66
57780;8377;Average;30;211.18
57781;8378;Average;0;208.84
57782;8379;Average;35;161.16
57783;8380;Average;0;68.56
57784;8381;Average;25;156.26
57785;8382;Average;21;89.37
57786;8383;Average;21;144.47
57787;8384;Average;26;68.48
57788;8385;Average;8;61.12
57789;8386;Average;31;244.24
57790;8387;Average;18;200.64
57791;8388;Average;2;160.33
57792;8389;Average;1;179.25
57793;8390;Average;16;247.77
57794;8391;Average;15;92.20
57795;8392;Average;32;112.72
57796;8393;Average;5;126.05
57797;8394;Average;10;135.12
57798;8395;Average;2;135.30
57799;8396;Average;26;143.00
57800;8397;Average;27;196.90
57801;8398;Average;21;35.95
57802;8399;Average;26;147.78
57803;8400;Average;17;185.14
57804;8401;Average;16;63.46
57805;8402;Average;38;83.50
57806;8403;Average;31;214.88
57807;8404;Average;10;244.42
57808;8405;Average;30;39.39
57809;8406;Average;6;224.14
57810;8407;Average;12;196.62
57811;8408;Average;7;16.59
57812;8409;Average;1;203.87
57813;8410;Average;32;188.80
57814;8411;Average;21;235.40
57815;8412;Average;18;149.73
57816;8413;Average;11;170.96
57817;8414;Average;4;246.14
57818;8415;Average;32;181.12
57819;8416;Average;28;206.06
57820;8417;Average;6;94.35
57821;8418;Average;8;241.29
57822;8419;Average;35;48.77
57823;8420;Average;31;235.56
57824;8421;Average;11;225.52
57825;8422;Average;37;23.42
57826;8423;Average;10;70.82
57827;8424;Average;9;31.88
57828;8425;Average;1;3.95
57829;8426;Average;36;212.79
57830;8427;Average;29;148.47
57831;8428;Average;12;179.39
57832;8429;Average;26;68.46
57833;8430;Average;12;128.11
57834;8431;Average;21;5.66
57835;8432;Average;12;222.81
57836;8433;Average;10;226.01
57837;8434;Average;33;148.71
57838;8435;Average;20;27.01
57839;8436;Average;33;181.22
57840;8437;Average;9;21.58
57841;8438;Average;25;113.42
57842;8439;Average;22;24.72
57843;8440;Average;16;36.41
57844;8441;Average;32;189.72
57845;8442;Average;23;137.43
57846;8443;Average;12;138.72
57847;8444;Average;28;50.72
57848;8445;Average;24;101.01
57849;8446;Average;1;58.35
57850;8447;Average;12;220.27
57851;8448;Average;25;53.84
57852;8449;Average;6;193.77
57853;8450;Average;35;171.13
57854;8451;Average;1;38.29
57855;8452;Average;18;199.50
57856;8453;Average;11;80.37
57857;8454;Average;30;148.37
57858;8455;Average;30;143.11
57859;8456;Average;28;178.31
57860;8457;Average;8;15.57
57861;8458;Average;33;105.42
57862;8459;Average;7;68.28
57863;8460;Average;34;212.08
57864;8461;Average;31;45.52
57865;8462;Average;18;153.14
57866;8463;Average;11;88.40
57867;8464;Average;26;133.95
57868;8465;Average;38;46.59
57869;8466;Average;26;165.71
57870;8467;Average;35;123.71
57871;8468;Average;39;45.46
57872;8469;Average;31;199.60
57873;8470;Average;34;21.30
57874;8471;Average;33;236.46
57875;8472;Average;25;165.30
57876;8473;Average;12;121.56
57877;8474;Average;0;127.56
57878;8475;Average;39;190.97
57879;8476;Average;39;92.46
57880;8477;Average;17;122.30
57881;8478;Average;10;122.25
57882;8479;Average;39;67.42
57883;8480;Average;4;90.11
57884;8481;Average;35;38.77
57885;8482;Average;39;193.88
57886;8483;Average;27;193.02
57887;8484;Average;36;245.45
57888;8485;Average;8;158.25
57889;8486;Average;1;164.55
57890;8487;Average;9;162.40
57891;8488;Average;28;145.95
57892;8489;Average;19;105.79
57893;8490;Average;26;218.25
57894;8491;Average;5;218.98
57895;8492;Average;38;103.58
57896;8493;Average;0;34.32
57897;8494;Average;33;124.41
57898;8495;Average;33;234.64
57899;8496;Average;29;102.89
57900;8497;Average;23;137.93
57901;8498;Average;21;179.31
57902;8499;Average;2;242.04
57903;8500;Average;3;12.77
57904;8501;Average;0;31.56
57905;8502;Average;22;230.45
57906;8503;Average;8;190.20
57907;8504;Average;28;230.30
57908;8505;Average;5;191.74
57909;8506;Average;39;170.24
57910;8507;Average;13;24.97
57911;8508;Average;34;142.51
57912;8509;Average;35;128.26
57913;8510;Average;26;202.01
57914;8511;Average;16;130.56
57915;8512;Average;23;180.40
57916;8513;Average;7;123.58
57917;8514;Average;37;118.09
57918;8515;Average;32;241.72
57919;8516;Average;0;169.92
57920;8517;Average;30;135.93
57921;8518;Average;2;229.29
57922;8519;Average;35;96.71
57923;8520;Average;27;170.31
57924;8521;Average;2;162.93
57925;8522;Average;32;174.29
57926;8523;Average;2;57.63
57927;8524;Average;11;194.71
57928;8525;Average;23;45.03
57929;8526;Average;33;194.91
57930;8527;Average;3;98.95
57931;8528;Average;11;89.38
57932;8529;Average;7;3.21
57933;8530;Average;31;95.02
57934;8531;Average;33;44.27
57935;8532;Average;5;63.09
57936;8533;Average;17;230.75
57937;8534;Average;2;48.01
57938;8535;Average;17;196.59
57939;8536;Average;15;233.68
57940;8537;Average;29;148.69
57941;8538;Average;28;115.71
57942;8539;Average;3;146.86
57943;8540;Average;35;239.52
57944;8541;Average;37;160.57
57945;8542;Average;9;7.38
57946;8543;Average;39;72.65
57947;8544;Average;39;131.04
57948;8545;Average;11;187.23
57949;8546;Average;5;6.32
57950;8547;Average;33;33.48
57951;8548;Average;24;230.12
57952;8549;Average;9;205.21
57953;8550;Average;39;31.15
57954;8551;Average;39;14.93
57955;8552;Average;4;113.44
57956;8553;Average;29;175.45
57957;8554;Average;34;242.39
57958;8555;Average;35;46.96
57959;8556;Average;13;68.79
57960;8557;Average;23;34.43
57961;8558;Average;15;198.26
57962;8559;Average;8;92.63
57963;8560;Average;17;206.74
57964;8561;Average;6;163.35
57965;8562;Average;38;201.46
57966;8563;Average;13;224.72
57967;8564;Average;5;115.88
57968;8565;Average;30;106.15
57969;8566;Average;15;85.10
57970;8567;Average;39;202.63
57971;8568;Average;2;235.41
57972;8569;Average;4;234.02
57973;8570;Average;28;185.63
57974;8571;Average;15;187.98
57975;8572;Average;16;14.98
57976;8573;Average;10;198.91
57977;8574;Average;25;86.34
57978;8575;Average;10;121.25
57979;8576;Average;34;215.53
57980;8577;Average;36;114.77
57981;8578;Average;6;9.18
57982;8579;Average;18;183.62
57983;8580;Average;36;128.04
57984;8581;Average;18;107.61
57985;8582;Average;10;89.83
57986;8583;Average;3;22.47
57987;8584;Average;4;71.02
57988;8585;Average;16;214.13
57989;8586;Average;5;44.02
57990;8587;Average;37;237.45
57991;8588;Average;4;45.68
57992;8589;Average;9;123.50
57993;8590;Average;26;146.35
57994;8591;Average;6;214.05
57995;8592;Average;2;41.40
57996;8593;Average;20;167.77
57997;8594;Average;25;59.80
57998;8595;Average;19;132.16
57999;8596;Average;22;197.79
58000;8597;Average;23;10.34
58001;8598;Average;20;158.51
58002;8599;Average;9;100.01
58003;8600;Average;26;61.45
58004;8601;Average;18;244.31
58005;8602;Average;9;19.14
58006;8603;Average;16;189.83
58007;8604;Average;7;32.36
58008;8605;Average;28;85.52
58009;8606;Average;32;88.74
58010;8607;Average;35;39.28
58011;8608;Average;11;116.93
58012;8609;Average;15;27.16
58013;8610;Average;29;149.77
58014;8611;Average;13;89.90
58015;8612;Average;33;248.01
58016;8613;Average;20;84.10
58017;8614;Average;8;124.35
58018;8615;Average;33;197.59
58019;8616;Average;2;75.55
58020;8617;Average;38;243.25
58021;8618;Average;7;125.93
58022;8619;Average;17;181.35
58023;8620;Average;31;180.68
58024;8621;Average;32;228.33
58025;8622;Average;31;28.53
58026;8623;Average;6;76.81
58027;8624;Average;23;182.07
58028;8625;Average;36;80.40
58029;8626;Average;19;214.15
58030;8627;Average;8;204.85
58031;8628;Average;19;3.23
58032;8629;Average;4;243.88
58033;8630;Average;17;206.78
58034;8631;Average;12;71.64
58035;8632;Average;2;177.67
58036;8633;Average;25;83.70
58037;8634;Average;23;189.20
58038;8635;Average;30;143.40
58039;8636;Average;17;174.69
58040;8637;Average;0;122.60
58041;8638;Average;17;88.79
58042;8639;Average;8;65.49
58043;8640;Average;17;98.77
58044;8641;Average;28;221.31
58045;8642;Average;25;54.56
58046;8643;Average;4;99.03
58047;8644;Average;9;72.71
58048;8645;Average;29;113.98
58049;8646;Average;11;192.93
58050;8647;Average;25;173.67
58051;8648;Average;26;211.89
58052;8649;Average;4;210.68
58053;8650;Average;24;24.42
58054;8651;Average;23;57.95
58055;8652;Average;1;235.86
58056;8653;Average;21;210.00
58057;8654;Average;39;214.09
58058;8655;Average;35;144.96
58059;8656;Average;10;170.17
58060;8657;Average;5;210.73
58061;8658;Average;30;49.19
58062;8659;Average;25;94.74
58063;8660;Average;38;195.53
58064;8661;Average;8;184.57
58065;8662;Average;32;187.40
58066;8663;Average;32;25.52
58067;8664;Average;31;77.61
58068;8665;Average;30;225.67
58069;8666;Average;19;77.97
58070;8667;Average;25;240.70
58071;8668;Average;38;76.65
58072;8669;Average;19;28.90
58073;8670;Average;35;8.60
58074;8671;Average;4;95.57
58075;8672;Average;33;66.94
58076;8673;Average;7;56.67
58077;8674;Average;14;242.79
58078;8675;Average;6;52.43
58079;8676;Average;17;171.44
58080;8677;Average;21;78.24
58081;8678;Average;16;203.45
58082;8679;Average;37;47.63
58083;8680;Average;11;0.57
58084;8681;Average;27;162.10
58085;8682;Average;4;67.97
58086;8683;Average;33;82.52
58087;8684;Average;0;15.84
58088;8685;Average;37;194.87
58089;8686;Average;5;109.35
58090;8687;Average;14;213.48
58091;8688;Average;39;147.30
58092;8689;Average;4;199.09
58093;8690;Average;24;167.52
58094;8691;Average;35;212.60
58095;8692;Average;34;10.04
58096;8693;Average;36;4.12
58097;8694;Average;27;244.89
58098;8695;Average;5;199.66
58099;8696;Average;10;198.12
58100;8697;Average;4;226.08
58101;8698;Average;18;73.00
58102;8699;Average;30;30.16
58103;8700;Average;39;14.34
58104;8701;Average;18;181.79
58105;8702;Average;7;85.67
58106;8703;Average;1;105.94
58107;8704;Average;15;119.06
58108;8705;Average;0;109.65
58109;8706;Average;37;85.50
58110;8707;Average;15;84.62
58111;8708;Average;20;108.00
58112;8709;Average;27;132.40
58113;8710;Average;7;113.56
58114;8711;Average;39;235.43
58115;8712;Average;37;23.79
58116;8713;Average;35;124.57
58117;8714;Average;27;176.83
58118;8715;Average;6;194.59
58119;8716;Average;35;244.44
58120;8717;Average;21;35.75
58121;8718;Average;32;133.74
58122;8719;Average;5;147.83
58123;8720;Average;15;25.69
58124;8721;Average;2;27.82
58125;8722;Average;8;53.62
58126;8723;Average;14;127.41
58127;8724;Average;34;248.20
58128;8725;Average;12;247.12
58129;8726;Average;30;143.37
58130;8727;Average;26;227.33
58131;8728;Average;14;7.77
58132;8729;Average;6;117.17
58133;8730;Average;5;24.07
58134;8731;Average;17;95.20
58135;8732;Average;11;215.45
58136;8733;Average;14;31.61
58137;8734;Average;31;84.84
58138;8735;Average;17;120.41
58139;8736;Average;22;3.23
58140;8737;Average;16;140.89
58141;8738;Average;39;212.03
58142;8739;Average;16;29.32
58143;8740;Average;12;207.57
58144;8741;Average;32;21.25
58145;8742;Average;4;115.73
58146;8743;Average;4;24.76
58147;8744;Average;17;183.77
58148;8745;Average;22;72.35
58149;8746;Average;25;243.55
58150;8747;Average;17;102.98
58151;8748;Average;34;231.61
58152;8749;Average;17;159.66
58153;8750;Average;28;102.52
58154;8751;Average;26;153.14
58155;8752;Average;15;5.52
58156;8753;Average;34;122.30
58157;8754;Average;19;161.68
58158;8755;Average;38;104.87
58159;8756;Average;31;137.46
58160;8757;Average;34;42.34
58161;8758;Average;18;38.59
58162;8759;Average;1;88.01
58163;8760;Average;15;186.27
58164;8761;Average;2;61.48
58165;8762;Average;33;17.96
58166;8763;Average;15;231.46
58167;8764;Average;32;43.26
58168;8765;Average;38;218.29
58169;8766;Average;4;40.65
58170;8767;Average;2;108.08
58171;8768;Average;18;158.17
58172;8769;Average;19;5.72
58173;8770;Average;19;164.38
58174;8771;Average;14;141.37
58175;8772;Average;27;182.52
58176;8773;Average;16;227.79
58177;8774;Average;34;153.19
58178;8775;Average;1;21.27
58179;8776;Average;26;171.39
58180;8777;Average;31;63.91
58181;8778;Average;32;196.66
58182;8779;Average;10;198.99
58183;8780;Average;34;73.51
58184;8781;Average;14;222.38
58185;8782;Average;23;33.76
58186;8783;Average;2;6.90
58187;8784;Average;32;228.92
58188;8785;Average;11;117.61
58189;8786;Average;21;177.66
58190;8787;Average;2;55.27
58191;8788;Average;22;28.29
58192;8789;Average;16;161.70
58193;8790;Average;13;166.97
58194;8791;Average;16;176.87
58195;8792;Average;33;103.96
58196;8793;Average;32;52.00
58197;8794;Average;2;197.57
58198;8795;Average;9;0.55
58199;8796;Average;4;201.95
58200;8797;Average;11;58.81
58201;8798;Average;9;124.35
58202;8799;Average;12;128.03
58203;8800;Average;12;92.95
58204;8801;Average;9;180.14
58205;8802;Average;30;184.38
58206;8803;Average;2;154.56
58207;8804;Average;9;35.92
58208;8805;Average;29;107.18
58209;8806;Average;12;27.26
58210;8807;Average;18;228.20
58211;8808;Average;1;60.01
