ComicCreatorsID,IssueID,CreatorID,CreatorRole
71684,15657,63,Cover Artist
71685,15657,252,Artist
71686,15657,293,Writer
71687,15657,335,Writer
71688,15657,445,Writer
71689,15657,479,Artist
71690,15658,133,Artist
71691,15658,398,Cover Artist
71692,15658,488,Artist
71693,15658,676,Writer
71694,15659,61,Writer
71695,15659,619,Cover Artist
71696,15659,635,Writer
71697,15659,797,Artist
71698,15659,983,Artist
71699,15660,28,Artist
71700,15660,83,Writer
71701,15660,210,Cover Artist
71702,15660,229,Artist
71703,15660,703,Writer
71704,15660,832,Artist
71705,15661,199,Artist
71706,15661,235,Writer
71707,15661,250,Cover Artist
71708,15661,376,Writer
71709,15661,395,Artist
71710,15662,272,Artist
71711,15662,295,Artist
71712,15662,438,Writer
71713,15662,442,Cover Artist
71714,15662,713,Writer
71715,15662,833,Artist
71716,15663,486,Writer
71717,15663,493,Cover Artist
71718,15663,771,Artist
71719,15663,860,Writer
71720,15663,931,Artist
71721,15664,200,Artist
71722,15664,253,Writer
71723,15664,770,Cover Artist
71724,15664,989,Writer
71725,15665,307,Artist
71726,15665,474,Writer
71727,15665,481,Writer
71728,15665,982,Cover Artist
71729,15666,422,Artist
71730,15666,531,Cover Artist
71731,15666,655,Artist
71732,15666,738,Writer
71733,15667,551,Writer
71734,15667,574,Artist
71735,15667,601,Writer
71736,15667,605,Writer
71737,15667,744,Cover Artist
71738,15668,160,Writer
71739,15668,309,Artist
71740,15668,615,Artist
71741,15668,709,Writer
71742,15668,993,Cover Artist
71743,15669,74,Writer
71744,15669,365,Artist
71745,15669,448,Cover Artist
71746,15669,459,Writer
71747,15670,283,Writer
71748,15670,500,Writer
71749,15670,640,Artist
71750,15670,957,Cover Artist
71751,15671,20,Artist
71752,15671,41,Writer
71753,15671,93,Artist
71754,15671,418,Cover Artist
71755,15671,451,Writer
71756,15671,722,Artist
71757,15671,973,Writer
71758,15672,342,Writer
71759,15672,445,Artist
71760,15672,447,Writer
71761,15672,452,Writer
71762,15672,836,Artist
71763,15672,992,Cover Artist
71764,15673,297,Writer
71765,15673,322,Writer
71766,15673,422,Artist
71767,15673,772,Cover Artist
71768,15673,956,Artist
71769,15674,638,Cover Artist
71770,15674,961,Artist
71771,15674,992,Writer
71772,15675,119,Cover Artist
71773,15675,539,Writer
71774,15675,583,Writer
71775,15675,662,Artist
71776,15675,951,Writer
71777,15676,98,Writer
71778,15676,214,Cover Artist
71779,15676,364,Artist
71780,15676,703,Artist
71781,15676,960,Writer
71782,15677,48,Writer
71783,15677,223,Cover Artist
71784,15677,367,Artist
71785,15678,322,Artist
71786,15678,401,Artist
71787,15678,539,Writer
71788,15678,833,Cover Artist
71789,15678,983,Writer
71790,15679,367,Artist
71791,15679,504,Artist
71792,15679,564,Cover Artist
71793,15679,773,Writer
71794,15680,172,Writer
71795,15680,383,Cover Artist
71796,15680,582,Writer
71797,15680,732,Artist
71798,15680,737,Artist
71799,15681,157,Writer
71800,15681,456,Cover Artist
71801,15681,557,Artist
71802,15681,748,Writer
71803,15681,901,Artist
71804,15682,686,Artist
71805,15682,691,Writer
71806,15682,770,Writer
71807,15682,814,Cover Artist
71808,15683,61,Writer
71809,15683,150,Cover Artist
71810,15683,384,Writer
71811,15683,482,Artist
71812,15683,793,Artist
71813,15684,341,Cover Artist
71814,15684,510,Writer
71815,15684,619,Artist
71816,15684,781,Artist
71817,15685,118,Writer
71818,15685,509,Writer
71819,15685,565,Artist
71820,15685,613,Cover Artist
71821,15686,104,Artist
71822,15686,215,Writer
71823,15686,250,Artist
71824,15686,259,Artist
71825,15686,435,Cover Artist
71826,15686,782,Writer
71827,15687,249,Writer
71828,15687,302,Cover Artist
71829,15687,602,Artist
71830,15687,913,Artist
71831,15688,185,Writer
71832,15688,327,Writer
71833,15688,572,Artist
71834,15688,627,Cover Artist
71835,15688,996,Artist
71836,15689,98,Writer
71837,15689,448,Writer
71838,15689,643,Cover Artist
71839,15689,771,Artist
71840,15690,56,Artist
71841,15690,185,Cover Artist
71842,15690,293,Writer
71843,15690,942,Writer
71844,15690,961,Artist
71845,15691,128,Writer
71846,15691,502,Artist
71847,15691,625,Cover Artist
71848,15691,650,Artist
71849,15691,920,Writer
71850,15692,283,Artist
71851,15692,383,Writer
71852,15692,610,Cover Artist
71853,15692,898,Writer
71854,15693,109,Artist
71855,15693,191,Artist
71856,15693,394,Artist
71857,15693,470,Cover Artist
71858,15693,697,Writer
71859,15694,87,Writer
71860,15694,627,Cover Artist
71861,15694,672,Writer
71862,15694,872,Artist
71863,15695,108,Artist
71864,15695,181,Artist
71865,15695,285,Cover Artist
71866,15695,574,Writer
71867,15695,611,Writer
71868,15695,620,Artist
71869,15696,84,Writer
71870,15696,181,Writer
71871,15696,392,Artist
71872,15696,440,Cover Artist
71873,15697,165,Artist
71874,15697,185,Artist
71875,15697,343,Cover Artist
71876,15697,956,Writer
71877,15698,38,Writer
71878,15698,61,Writer
71879,15698,700,Artist
71880,15698,765,Artist
71881,15698,900,Cover Artist
71882,15699,158,Artist
71883,15699,166,Writer
71884,15699,302,Cover Artist
71885,15699,400,Writer
71886,15699,790,Writer
71887,15699,866,Artist
71888,15700,681,Writer
71889,15700,769,Cover Artist
71890,15700,955,Artist
71891,15701,453,Writer
71892,15701,710,Writer
71893,15701,807,Artist
71894,15701,831,Cover Artist
71895,15701,894,Artist
71896,15702,534,Writer
71897,15702,591,Artist
71898,15702,713,Writer
71899,15702,777,Artist
71900,15702,806,Writer
71901,15702,864,Cover Artist
71902,15702,971,Artist
71903,15703,30,Writer
71904,15703,229,Artist
71905,15703,571,Cover Artist
71906,15703,790,Artist
71907,15704,75,Writer
71908,15704,241,Artist
71909,15704,382,Artist
71910,15704,846,Cover Artist
71911,15704,976,Writer
71912,15705,208,Cover Artist
71913,15705,443,Writer
71914,15705,722,Writer
71915,15705,820,Artist
71916,15705,862,Artist
71917,15706,185,Artist
71918,15706,248,Writer
71919,15706,488,Artist
71920,15706,712,Cover Artist
71921,15706,964,Writer
71922,15707,375,Cover Artist
71923,15707,512,Artist
71924,15707,904,Writer
71925,15708,273,Writer
71926,15708,339,Writer
71927,15708,366,Artist
71928,15708,724,Cover Artist
71929,15708,961,Artist
71930,15709,111,Cover Artist
71931,15709,310,Writer
71932,15709,560,Artist
71933,15709,675,Writer
71934,15709,840,Artist
71935,15710,75,Writer
71936,15710,115,Artist
71937,15710,623,Cover Artist
71938,15710,654,Writer
71939,15710,712,Artist
71940,15711,357,Artist
71941,15711,394,Artist
71942,15711,451,Cover Artist
71943,15711,539,Writer
71944,15711,566,Writer
71945,15711,574,Artist
71946,15711,842,Writer
71947,15712,36,Writer
71948,15712,193,Artist
71949,15712,415,Cover Artist
71950,15712,649,Writer
71951,15712,775,Artist
71952,15713,150,Writer
71953,15713,442,Artist
71954,15713,825,Cover Artist
71955,15713,870,Writer
71956,15713,890,Writer
71957,15714,232,Artist
71958,15714,236,Writer
71959,15714,327,Artist
71960,15714,722,Cover Artist
71961,15714,881,Writer
71962,15715,8,Artist
71963,15715,594,Cover Artist
71964,15715,628,Writer
71965,15715,820,Writer
71966,15715,895,Artist
71967,15716,93,Writer
71968,15716,359,Artist
71969,15716,625,Artist
71970,15716,703,Writer
71971,15716,820,Artist
71972,15716,936,Cover Artist
71973,15717,73,Artist
71974,15717,389,Cover Artist
71975,15717,799,Writer
71976,15717,1000,Writer
71977,15718,436,Artist
71978,15718,484,Writer
71979,15718,860,Cover Artist
71980,15718,897,Writer
71981,15719,349,Writer
71982,15719,411,Writer
71983,15719,527,Writer
71984,15719,677,Cover Artist
71985,15719,697,Artist
71986,15719,747,Artist
71987,15720,143,Artist
71988,15720,159,Writer
71989,15720,321,Artist
71990,15720,399,Cover Artist
71991,15720,952,Writer
71992,15721,61,Artist
71993,15721,100,Artist
71994,15721,345,Writer
71995,15721,458,Cover Artist
71996,15721,724,Writer
71997,15722,18,Artist
71998,15722,158,Cover Artist
71999,15722,748,Artist
72000,15722,805,Writer
72001,15722,916,Writer
72002,15723,49,Cover Artist
72003,15723,146,Artist
72004,15723,400,Artist
72005,15723,844,Writer
72006,15723,987,Writer
72007,15724,318,Artist
72008,15724,430,Writer
72009,15724,539,Artist
72010,15724,708,Writer
72011,15724,711,Cover Artist
72012,15724,784,Artist
72013,15725,341,Writer
72014,15725,545,Artist
72015,15725,875,Artist
72016,15725,909,Cover Artist
72017,15726,389,Artist
72018,15726,586,Artist
72019,15726,707,Cover Artist
72020,15726,951,Writer
72021,15727,101,Writer
72022,15727,306,Writer
72023,15727,387,Artist
72024,15727,773,Artist
72025,15727,869,Cover Artist
72026,15728,80,Cover Artist
72027,15728,431,Artist
72028,15728,616,Artist
72029,15728,716,Writer
72030,15729,86,Writer
72031,15729,570,Cover Artist
72032,15729,602,Writer
72033,15729,722,Artist
72034,15729,880,Artist
72035,15729,973,Artist
72036,15730,504,Writer
72037,15730,903,Artist
72038,15730,991,Cover Artist
72039,15731,149,Artist
72040,15731,327,Writer
72041,15731,628,Cover Artist
72042,15731,932,Artist
72043,15731,945,Writer
72044,15732,368,Writer
72045,15732,894,Artist
72046,15732,970,Cover Artist
72047,15733,599,Artist
72048,15733,664,Cover Artist
72049,15733,869,Writer
72050,15734,1,Writer
72051,15734,477,Artist
72052,15734,594,Cover Artist
72053,15734,787,Writer
72054,15734,968,Artist
72055,15734,974,Artist
72056,15735,286,Writer
72057,15735,535,Writer
72058,15735,809,Cover Artist
72059,15735,943,Artist
72060,15736,18,Cover Artist
72061,15736,231,Artist
72062,15736,758,Writer
72063,15736,808,Artist
72064,15736,826,Writer
72065,15736,886,Artist
72066,15737,174,Writer
72067,15737,227,Cover Artist
72068,15737,846,Artist
72069,15738,13,Writer
72070,15738,68,Writer
72071,15738,90,Artist
72072,15738,739,Artist
72073,15738,752,Cover Artist
72074,15738,795,Writer
72075,15739,365,Artist
72076,15739,456,Writer
72077,15739,674,Artist
72078,15739,727,Artist
72079,15739,755,Cover Artist
72080,15740,107,Writer
72081,15740,255,Artist
72082,15740,278,Artist
72083,15740,463,Writer
72084,15740,561,Cover Artist
72085,15741,123,Writer
72086,15741,231,Artist
72087,15741,384,Cover Artist
72088,15741,645,Writer
72089,15741,815,Artist
72090,15741,925,Writer
72091,15742,32,Writer
72092,15742,109,Cover Artist
72093,15742,373,Artist
72094,15742,551,Artist
72095,15743,66,Writer
72096,15743,462,Writer
72097,15743,703,Artist
72098,15743,972,Cover Artist
72099,15744,439,Artist
72100,15744,451,Cover Artist
72101,15744,747,Artist
72102,15744,891,Writer
72103,15745,237,Cover Artist
72104,15745,303,Artist
72105,15745,706,Writer
72106,15745,751,Writer
72107,15746,44,Cover Artist
72108,15746,438,Artist
72109,15746,461,Writer
72110,15746,583,Writer
72111,15746,753,Artist
72112,15747,112,Writer
72113,15747,184,Writer
72114,15747,285,Artist
72115,15747,485,Artist
72116,15747,528,Cover Artist
72117,15748,10,Cover Artist
72118,15748,74,Artist
72119,15748,195,Artist
72120,15748,497,Writer
72121,15748,552,Writer
72122,15749,737,Artist
72123,15749,779,Writer
72124,15749,805,Writer
72125,15749,957,Cover Artist
72126,15750,201,Artist
72127,15750,509,Writer
72128,15750,847,Cover Artist
72129,15751,176,Writer
72130,15751,177,Writer
72131,15751,244,Artist
72132,15751,843,Cover Artist
72133,15751,906,Artist
72134,15752,144,Writer
72135,15752,490,Artist
72136,15752,792,Writer
72137,15752,860,Artist
72138,15752,962,Cover Artist
72139,15753,152,Artist
72140,15753,517,Cover Artist
72141,15753,968,Writer
72142,15754,43,Writer
72143,15754,336,Artist
72144,15754,678,Artist
72145,15754,723,Cover Artist
72146,15754,744,Writer
72147,15754,876,Artist
72148,15755,5,Writer
72149,15755,219,Writer
72150,15755,301,Cover Artist
72151,15755,783,Artist
72152,15755,936,Artist
72153,15756,52,Cover Artist
72154,15756,390,Artist
72155,15756,391,Writer
72156,15757,142,Cover Artist
72157,15757,801,Writer
72158,15757,955,Artist
72159,15757,969,Writer
72160,15758,77,Writer
72161,15758,188,Artist
72162,15758,258,Writer
72163,15758,673,Cover Artist
72164,15759,157,Writer
72165,15759,322,Cover Artist
72166,15759,339,Writer
72167,15759,789,Artist
72168,15760,55,Artist
72169,15760,439,Cover Artist
72170,15760,513,Writer
72171,15760,828,Artist
72172,15761,1,Writer
72173,15761,102,Artist
72174,15761,311,Writer
72175,15761,421,Artist
72176,15761,539,Cover Artist
72177,15761,734,Writer
72178,15762,62,Writer
72179,15762,134,Artist
72180,15762,663,Cover Artist
72181,15762,668,Artist
72182,15762,818,Writer
72183,15762,841,Writer
72184,15763,242,Artist
72185,15763,432,Cover Artist
72186,15763,477,Artist
72187,15763,504,Writer
72188,15763,812,Writer
72189,15764,217,Cover Artist
72190,15764,269,Writer
72191,15764,479,Artist
72192,15765,402,Writer
72193,15765,836,Cover Artist
72194,15765,884,Artist
72195,15765,989,Artist
72196,15766,508,Writer
72197,15766,532,Cover Artist
72198,15766,928,Artist
72199,15766,988,Artist
72200,15767,22,Artist
72201,15767,332,Artist
72202,15767,751,Artist
72203,15767,804,Writer
72204,15767,825,Writer
72205,15767,884,Cover Artist
72206,15768,400,Artist
72207,15768,494,Cover Artist
72208,15768,750,Writer
72209,15768,844,Artist
72210,15769,301,Writer
72211,15769,760,Cover Artist
72212,15769,942,Artist
72213,15769,957,Artist
72214,15770,9,Artist
72215,15770,27,Cover Artist
72216,15770,133,Writer
72217,15770,174,Writer
72218,15770,194,Artist
72219,15771,319,Writer
72220,15771,332,Artist
72221,15771,922,Writer
72222,15771,935,Cover Artist
72223,15772,426,Cover Artist
72224,15772,454,Artist
72225,15772,473,Writer
72226,15772,617,Artist
72227,15772,949,Writer
72228,15773,490,Cover Artist
72229,15773,760,Artist
72230,15773,830,Writer
72231,15773,917,Writer
72232,15774,179,Artist
72233,15774,577,Cover Artist
72234,15774,762,Writer
72235,15774,787,Writer
72236,15775,205,Artist
72237,15775,229,Writer
72238,15775,343,Writer
72239,15775,754,Cover Artist
72240,15776,249,Writer
72241,15776,839,Writer
72242,15776,942,Artist
72243,15776,979,Cover Artist
72244,15777,88,Writer
72245,15777,444,Writer
72246,15777,593,Artist
72247,15777,599,Artist
72248,15777,874,Cover Artist
72249,15778,7,Artist
72250,15778,22,Writer
72251,15778,162,Cover Artist
72252,15779,654,Cover Artist
72253,15779,658,Writer
72254,15779,735,Artist
72255,15780,85,Artist
72256,15780,395,Artist
72257,15780,707,Cover Artist
72258,15780,994,Writer
72259,15781,32,Writer
72260,15781,372,Cover Artist
72261,15781,590,Writer
72262,15781,848,Artist
72263,15782,278,Artist
72264,15782,377,Cover Artist
72265,15782,610,Writer
72266,15782,903,Artist
72267,15783,126,Writer
72268,15783,551,Writer
72269,15783,692,Cover Artist
72270,15783,817,Artist
72271,15783,885,Artist
72272,15784,130,Writer
72273,15784,283,Artist
72274,15784,651,Cover Artist
72275,15784,951,Artist
72276,15784,979,Writer
72277,15785,116,Artist
72278,15785,302,Writer
72279,15785,404,Artist
72280,15785,717,Cover Artist
72281,15786,188,Cover Artist
72282,15786,306,Artist
72283,15786,359,Writer
72284,15786,449,Writer
72285,15787,366,Artist
72286,15787,372,Writer
72287,15787,903,Cover Artist
72288,15788,50,Artist
72289,15788,148,Cover Artist
72290,15788,163,Writer
72291,15788,420,Artist
72292,15788,930,Writer
72293,15788,946,Writer
72294,15789,221,Artist
72295,15789,273,Artist
72296,15789,276,Writer
72297,15789,450,Writer
72298,15789,840,Cover Artist
72299,15790,9,Artist
72300,15790,48,Cover Artist
72301,15790,173,Writer
72302,15790,955,Artist
72303,15791,25,Artist
72304,15791,83,Writer
72305,15791,473,Writer
72306,15791,527,Writer
72307,15791,649,Artist
72308,15791,791,Cover Artist
72309,15792,94,Artist
72310,15792,363,Artist
72311,15792,576,Writer
72312,15792,834,Cover Artist
72313,15792,930,Artist
72314,15792,976,Writer
72315,15793,76,Cover Artist
72316,15793,175,Artist
72317,15793,591,Writer
72318,15793,730,Artist
72319,15793,792,Writer
72320,15793,842,Writer
72321,15793,917,Artist
72322,15794,50,Writer
72323,15794,53,Artist
72324,15794,85,Artist
72325,15794,516,Cover Artist
72326,15794,863,Writer
72327,15795,105,Cover Artist
72328,15795,336,Artist
72329,15795,402,Artist
72330,15795,412,Writer
72331,15795,573,Artist
72332,15796,87,Writer
72333,15796,219,Cover Artist
72334,15796,323,Artist
72335,15796,519,Artist
72336,15797,106,Writer
72337,15797,240,Cover Artist
72338,15797,575,Artist
72339,15797,787,Artist
72340,15797,879,Writer
72341,15798,195,Artist
72342,15798,402,Writer
72343,15798,437,Writer
72344,15798,662,Cover Artist
72345,15798,849,Writer
72346,15799,212,Writer
72347,15799,270,Cover Artist
72348,15799,562,Writer
72349,15799,754,Artist
72350,15799,881,Writer
72351,15800,575,Artist
72352,15800,637,Writer
72353,15800,669,Artist
72354,15800,995,Cover Artist
72355,15801,341,Artist
72356,15801,466,Cover Artist
72357,15801,568,Artist
72358,15801,750,Writer
72359,15802,226,Writer
72360,15802,568,Artist
72361,15802,592,Cover Artist
72362,15802,919,Writer
72363,15802,992,Artist
72364,15803,32,Writer
72365,15803,43,Writer
72366,15803,45,Cover Artist
72367,15803,226,Artist
72368,15803,811,Artist
72369,15804,803,Artist
72370,15804,835,Cover Artist
72371,15804,882,Writer
72372,15804,940,Artist
72373,15805,119,Writer
72374,15805,248,Artist
72375,15805,272,Cover Artist
72376,15805,331,Writer
72377,15805,617,Artist
72378,15806,120,Cover Artist
72379,15806,307,Writer
72380,15806,698,Writer
72381,15806,982,Artist
72382,15807,80,Writer
72383,15807,145,Artist
72384,15807,192,Writer
72385,15807,270,Artist
72386,15807,722,Cover Artist
72387,15808,184,Cover Artist
72388,15808,263,Artist
72389,15808,609,Artist
72390,15808,923,Writer
72391,15809,82,Artist
72392,15809,509,Writer
72393,15809,740,Artist
72394,15809,828,Cover Artist
72395,15809,977,Writer
72396,15810,193,Artist
72397,15810,261,Writer
72398,15810,344,Cover Artist
72399,15810,652,Writer
72400,15810,679,Artist
72401,15811,248,Cover Artist
72402,15811,288,Writer
72403,15811,577,Artist
72404,15811,728,Writer
72405,15812,360,Artist
72406,15812,403,Writer
72407,15812,451,Artist
72408,15812,998,Cover Artist
72409,15813,339,Writer
72410,15813,417,Artist
72411,15813,493,Artist
72412,15813,777,Cover Artist
72413,15814,6,Artist
72414,15814,203,Writer
72415,15814,369,Artist
72416,15814,968,Cover Artist
72417,15814,976,Artist
72418,15815,43,Artist
72419,15815,136,Writer
72420,15815,535,Artist
72421,15815,713,Writer
72422,15815,948,Cover Artist
72423,15816,18,Writer
72424,15816,101,Cover Artist
72425,15816,309,Writer
72426,15816,482,Artist
72427,15816,730,Artist
72428,15817,393,Artist
72429,15817,602,Cover Artist
72430,15817,767,Writer
72431,15817,914,Artist
72432,15818,119,Artist
72433,15818,492,Writer
72434,15818,656,Cover Artist
72435,15818,943,Writer
72436,15819,131,Artist
72437,15819,373,Writer
72438,15819,516,Writer
72439,15819,655,Artist
72440,15819,780,Cover Artist
72441,15820,174,Artist
72442,15820,615,Artist
72443,15820,624,Writer
72444,15820,747,Cover Artist
72445,15820,984,Writer
72446,15821,234,Writer
72447,15821,303,Writer
72448,15821,932,Artist
72449,15821,991,Cover Artist
72450,15822,19,Writer
72451,15822,189,Writer
72452,15822,254,Cover Artist
72453,15822,679,Artist
72454,15823,98,Artist
72455,15823,492,Writer
72456,15823,683,Artist
72457,15823,832,Cover Artist
72458,15824,67,Writer
72459,15824,82,Artist
72460,15824,616,Writer
72461,15824,727,Artist
72462,15824,835,Cover Artist
72463,15825,52,Artist
72464,15825,484,Cover Artist
72465,15825,614,Writer
72466,15825,747,Artist
72467,15825,956,Writer
72468,15826,4,Writer
72469,15826,395,Artist
72470,15826,480,Writer
72471,15826,708,Cover Artist
72472,15827,146,Writer
72473,15827,327,Artist
72474,15827,497,Cover Artist
72475,15827,819,Writer
72476,15827,944,Writer
72477,15828,314,Artist
72478,15828,660,Artist
72479,15828,833,Writer
72480,15828,946,Cover Artist
72481,15829,104,Cover Artist
72482,15829,107,Writer
72483,15829,215,Artist
72484,15829,339,Artist
72485,15829,398,Writer
72486,15830,61,Cover Artist
72487,15830,116,Writer
72488,15830,219,Writer
72489,15830,268,Artist
72490,15830,497,Artist
72491,15831,57,Cover Artist
72492,15831,310,Writer
72493,15831,319,Artist
72494,15831,352,Artist
72495,15831,481,Artist
72496,15831,820,Writer
72497,15832,5,Writer
72498,15832,201,Writer
72499,15832,457,Artist
72500,15832,680,Cover Artist
72501,15832,900,Artist
72502,15833,19,Artist
72503,15833,160,Writer
72504,15833,269,Cover Artist
72505,15833,455,Writer
72506,15833,566,Artist
72507,15833,723,Artist
72508,15834,166,Artist
72509,15834,466,Artist
72510,15834,692,Writer
72511,15834,706,Writer
72512,15834,963,Cover Artist
72513,15835,104,Artist
72514,15835,151,Writer
72515,15835,927,Cover Artist
72516,15836,22,Writer
72517,15836,289,Artist
72518,15836,488,Artist
72519,15836,520,Writer
72520,15836,643,Cover Artist
72521,15836,695,Writer
72522,15837,110,Artist
72523,15837,413,Writer
72524,15837,421,Cover Artist
72525,15837,808,Artist
72526,15838,47,Cover Artist
72527,15838,75,Artist
72528,15838,83,Artist
72529,15838,172,Writer
72530,15838,350,Writer
72531,15839,25,Writer
72532,15839,161,Artist
72533,15839,282,Cover Artist
72534,15839,302,Writer
72535,15839,882,Artist
72536,15840,217,Cover Artist
72537,15840,218,Writer
72538,15840,846,Writer
72539,15840,850,Artist
72540,15840,937,Writer
72541,15841,138,Writer
72542,15841,416,Artist
72543,15841,493,Artist
72544,15841,837,Writer
72545,15841,851,Cover Artist
72546,15842,87,Writer
72547,15842,161,Artist
72548,15842,393,Writer
72549,15842,509,Artist
72550,15842,931,Cover Artist
72551,15843,32,Writer
72552,15843,233,Writer
72553,15843,247,Artist
72554,15843,733,Artist
72555,15843,985,Cover Artist
72556,15844,228,Writer
72557,15844,523,Artist
72558,15844,815,Artist
72559,15844,887,Cover Artist
72560,15844,903,Artist
72561,15845,217,Artist
72562,15845,377,Writer
72563,15845,388,Artist
72564,15845,973,Cover Artist
72565,15846,205,Artist
72566,15846,354,Artist
72567,15846,397,Cover Artist
72568,15846,408,Writer
72569,15846,578,Writer
72570,15847,232,Writer
72571,15847,410,Artist
72572,15847,596,Cover Artist
72573,15848,23,Artist
72574,15848,384,Cover Artist
72575,15848,987,Writer
72576,15849,17,Cover Artist
72577,15849,111,Artist
72578,15849,590,Writer
72579,15849,606,Artist
72580,15850,109,Writer
72581,15850,115,Artist
72582,15850,287,Artist
72583,15850,312,Cover Artist
72584,15850,408,Writer
72585,15850,470,Writer
72586,15851,319,Artist
72587,15851,361,Writer
72588,15851,941,Cover Artist
72589,15851,952,Writer
72590,15852,59,Writer
72591,15852,113,Artist
72592,15852,246,Artist
72593,15852,633,Cover Artist
72594,15853,456,Cover Artist
72595,15853,516,Artist
72596,15853,615,Writer
72597,15853,809,Writer
72598,15853,982,Writer
72599,15854,479,Writer
72600,15854,607,Artist
72601,15854,663,Cover Artist
72602,15854,882,Writer
72603,15855,117,Artist
72604,15855,192,Writer
72605,15855,327,Cover Artist
72606,15855,696,Writer
72607,15855,801,Artist
72608,15856,40,Artist
72609,15856,291,Cover Artist
72610,15856,294,Artist
72611,15856,347,Writer
72612,15856,418,Writer
72613,15857,46,Writer
72614,15857,489,Artist
72615,15857,852,Cover Artist
72616,15858,185,Artist
72617,15858,281,Artist
72618,15858,626,Writer
72619,15858,796,Cover Artist
72620,15858,888,Artist
72621,15858,903,Writer
72622,15859,56,Writer
72623,15859,431,Cover Artist
72624,15859,785,Artist
72625,15859,995,Artist
72626,15860,322,Artist
72627,15860,600,Cover Artist
72628,15860,611,Writer
72629,15860,645,Writer
72630,15860,949,Artist
72631,15861,126,Cover Artist
72632,15861,435,Writer
72633,15861,462,Writer
72634,15861,824,Writer
72635,15861,931,Artist
72636,15862,3,Artist
72637,15862,186,Cover Artist
72638,15862,201,Writer
72639,15862,454,Writer
72640,15862,734,Artist
72641,15863,126,Writer
72642,15863,260,Artist
72643,15863,322,Cover Artist
72644,15863,629,Artist
72645,15864,135,Artist
72646,15864,317,Artist
72647,15864,529,Cover Artist
72648,15864,561,Writer
72649,15864,971,Writer
72650,15865,189,Cover Artist
72651,15865,580,Artist
72652,15865,671,Writer
72653,15865,694,Artist
72654,15866,154,Writer
72655,15866,237,Writer
72656,15866,396,Artist
72657,15866,587,Cover Artist
72658,15866,781,Artist
72659,15867,75,Artist
72660,15867,434,Writer
72661,15867,506,Artist
72662,15867,702,Writer
72663,15867,952,Cover Artist
72664,15868,322,Writer
72665,15868,372,Artist
72666,15868,587,Cover Artist
72667,15868,703,Artist
72668,15868,707,Writer
72669,15869,45,Writer
72670,15869,310,Cover Artist
72671,15869,320,Writer
72672,15869,428,Artist
72673,15870,75,Writer
72674,15870,124,Artist
72675,15870,645,Cover Artist
72676,15870,653,Writer
72677,15871,7,Artist
72678,15871,130,Writer
72679,15871,203,Cover Artist
72680,15871,749,Artist
72681,15872,142,Writer
72682,15872,223,Cover Artist
72683,15872,938,Artist
72684,15873,92,Artist
72685,15873,208,Writer
72686,15873,239,Cover Artist
72687,15873,374,Artist
72688,15873,474,Writer
72689,15874,22,Cover Artist
72690,15874,61,Writer
72691,15874,72,Artist
72692,15874,550,Artist
72693,15874,966,Writer
72694,15875,413,Writer
72695,15875,462,Artist
72696,15875,609,Artist
72697,15875,774,Writer
72698,15875,790,Cover Artist
72699,15876,68,Writer
72700,15876,124,Writer
72701,15876,378,Writer
72702,15876,779,Artist
72703,15876,968,Artist
72704,15876,988,Cover Artist
72705,15877,49,Writer
72706,15877,401,Artist
72707,15877,807,Writer
72708,15877,902,Cover Artist
72709,15877,973,Artist
72710,15878,187,Artist
72711,15878,368,Cover Artist
72712,15878,603,Writer
72713,15878,858,Writer
72714,15879,105,Writer
72715,15879,219,Cover Artist
72716,15879,273,Artist
72717,15880,10,Artist
72718,15880,34,Writer
72719,15880,115,Cover Artist
72720,15880,791,Writer
72721,15881,368,Cover Artist
72722,15881,583,Artist
72723,15881,908,Writer
72724,15882,436,Cover Artist
72725,15882,479,Artist
72726,15882,594,Writer
72727,15882,709,Writer
72728,15882,712,Artist
72729,15882,947,Writer
72730,15883,493,Writer
72731,15883,560,Writer
72732,15883,727,Cover Artist
72733,15883,829,Artist
72734,15884,22,Cover Artist
72735,15884,130,Artist
72736,15884,243,Artist
72737,15884,246,Writer
72738,15884,293,Writer
72739,15884,701,Writer
72740,15885,94,Artist
72741,15885,283,Artist
72742,15885,394,Writer
72743,15885,798,Writer
72744,15885,967,Cover Artist
72745,15886,185,Cover Artist
72746,15886,208,Artist
72747,15886,356,Writer
72748,15886,519,Writer
72749,15886,846,Artist
72750,15886,930,Artist
72751,15887,50,Artist
72752,15887,179,Artist
72753,15887,461,Writer
72754,15887,502,Cover Artist
72755,15887,964,Writer
72756,15888,276,Writer
72757,15888,304,Artist
72758,15888,848,Writer
72759,15888,954,Cover Artist
72760,15889,18,Artist
72761,15889,479,Writer
72762,15889,763,Cover Artist
72763,15890,196,Writer
72764,15890,247,Writer
72765,15890,561,Artist
72766,15890,574,Cover Artist
72767,15890,600,Artist
72768,15890,929,Artist
72769,15891,440,Artist
72770,15891,538,Cover Artist
72771,15891,977,Writer
72772,15892,64,Artist
72773,15892,310,Writer
72774,15892,804,Cover Artist
72775,15892,981,Artist
72776,15893,279,Artist
72777,15893,356,Cover Artist
72778,15893,467,Artist
72779,15893,560,Artist
72780,15893,765,Writer
72781,15893,886,Writer
72782,15894,310,Cover Artist
72783,15894,369,Artist
72784,15894,495,Writer
72785,15894,975,Artist
72786,15895,167,Writer
72787,15895,758,Artist
